ID	pwm_atg	pwm_ctg	pwm_gtg	pwm_ttg
ENSP00000247225		0	0	1	1
ENSP00000261167		1	1	1	0
ENSP00000309186		1	0	0	1
ENSP00000251507		0	0	1	0
ENSP00000343690		1	1	0	1
ENSP00000258874		0	1	0	0
ENSP00000358374		0	0	0	0
ENSP00000280614		0	0	0	1
ENSP00000348901		1	0	0	1
ENSP00000324527		1	0	0	0
ENSP00000340900		1	1	1	1
ENSP00000215730		1	1	1	0
ENSP00000356311		1	0	1	0
ENSP00000358777		1	0	0	0
ENSP00000343657		0	0	1	0
ENSP00000221419		0	0	1	1
ENSP00000278568		0	0	0	1
ENSP00000356989		0	0	0	0
ENSP00000309830		0	1	1	0
ENSP00000265350		1	1	1	0
ENSP00000353910		0	0	0	1
ENSP00000406209		1	1	1	1
ENSP00000293777		0	0	0	0
ENSP00000377055		0	0	1	0
ENSP00000378699		0	1	0	0
ENSP00000261182		0	1	0	1
ENSP00000448035		1	1	0	1
ENSP00000320236		1	1	0	1
ENSP00000352927		0	0	0	0
ENSP00000338887		0	1	0	1
ENSP00000419088		0	1	1	1
ENSP00000305958		1	0	0	1
ENSP00000324636		0	0	0	0
ENSP00000264758		1	0	1	0
ENSP00000261609		1	0	1	0
ENSP00000296869		0	0	1	0
ENSP00000355955		0	0	0	0
ENSP00000418112		1	1	0	1
ENSP00000452780		0	1	1	0
ENSP00000416829		0	0	1	1
ENSP00000078429		0	0	1	0
ENSP00000335044		0	1	1	1
ENSP00000314067		1	1	1	1
ENSP00000380033		1	1	0	1
ENSP00000296015		0	0	0	1
ENSP00000472998		1	0	0	0
ENSP00000223324		1	0	0	0
ENSP00000303585		0	0	1	0
ENSP00000301071		1	0	0	0
ENSP00000246174		1	0	1	1
ENSP00000351552		0	0	1	0
ENSP00000356231		1	1	0	0
ENSP00000225737		1	1	0	1
ENSP00000282441		0	0	1	1
ENSP00000241453		1	1	0	0
ENSP00000349696		0	1	0	0
ENSP00000270502		0	0	1	0
ENSP00000004531		0	1	1	1
ENSP00000355499		0	1	0	0
ENSP00000404121		0	0	0	0
ENSP00000261741		0	0	0	1
ENSP00000207870		0	1	0	0
ENSP00000377778		0	0	0	0
ENSP00000350914		1	0	1	0
ENSP00000357829		0	0	0	0
ENSP00000012443		0	0	0	0
ENSP00000340514		0	1	0	1
ENSP00000311876		1	1	1	0
ENSP00000360782		1	0	1	1
ENSP00000265421		1	0	0	0
ENSP00000387966		0	0	0	1
ENSP00000354158		1	0	0	0
ENSP00000362873		0	0	0	0
ENSP00000403946		0	1	0	1
ENSP00000281455		0	1	1	1
ENSP00000379098		0	0	0	0
ENSP00000265395		1	0	1	0
ENSP00000308369		0	1	0	1
ENSP00000372347		1	1	1	1
ENSP00000271234		1	1	1	1
ENSP00000275884		1	0	1	0
ENSP00000339823		0	1	1	1
ENSP00000377640		0	0	0	0
ENSP00000219439		1	1	0	0
ENSP00000380661		1	1	1	1
ENSP00000327179		0	0	1	0
ENSP00000355251		0	0	0	0
ENSP00000316109		0	1	0	1
ENSP00000372005		0	0	1	1
ENSP00000378306		0	1	1	1
ENSP00000420443		1	1	1	1
ENSP00000352264		0	1	1	1
ENSP00000371155		1	1	0	0
ENSP00000230340		0	0	0	0
ENSP00000359417		0	1	1	0
ENSP00000355938		1	0	1	1
ENSP00000312995		1	0	1	0
ENSP00000398076		1	1	0	0
ENSP00000314971		0	1	0	0
ENSP00000225171		1	0	0	0
ENSP00000326031		1	0	0	0
ENSP00000295065		0	0	0	1
ENSP00000220325		0	1	0	1
ENSP00000329748		1	1	1	0
ENSP00000375921		1	1	1	0
ENSP00000387593		1	1	1	1
ENSP00000368964		0	0	1	1
ENSP00000392709		1	1	1	0
ENSP00000403712		1	0	1	0
ENSP00000252542		0	0	0	0
ENSP00000369614		1	0	0	0
ENSP00000272233		1	0	0	1
ENSP00000367439		1	0	0	0
ENSP00000319918		1	1	0	1
ENSP00000229340		1	0	0	0
ENSP00000301905		0	0	0	1
ENSP00000377892		0	0	0	0
ENSP00000261739		1	1	0	0
ENSP00000359206		0	1	0	1
ENSP00000258052		0	1	0	0
ENSP00000291900		0	0	0	0
ENSP00000011473		1	0	0	0
ENSP00000351575		1	1	0	0
ENSP00000251241		1	0	0	1
ENSP00000249910		0	0	0	0
ENSP00000246166		1	0	1	0
ENSP00000356202		0	1	1	0
ENSP00000362900		0	0	0	0
ENSP00000325326		0	0	1	1
ENSP00000216129		1	0	1	1
ENSP00000381793		1	1	0	1
ENSP00000229758		1	1	1	0
ENSP00000390158		1	1	1	1
ENSP00000372445		1	1	1	0
ENSP00000352447		1	1	1	1
ENSP00000279387		0	0	1	0
ENSP00000336741		0	0	1	0
ENSP00000387123		0	1	1	0
ENSP00000335304		0	0	0	0
ENSP00000298307		0	0	0	1
ENSP00000282369		1	1	1	0
ENSP00000360329		0	1	0	0
ENSP00000440190		0	0	0	0
ENSP00000238788		0	0	1	0
ENSP00000342011		1	1	0	0
ENSP00000258886		1	0	0	0
ENSP00000274849		1	1	0	0
ENSP00000349465		1	0	0	1
ENSP00000416797		1	0	0	0
ENSP00000377390		0	1	1	0
ENSP00000416293		1	0	1	0
ENSP00000354415		0	0	0	0
ENSP00000296543		0	1	1	0
ENSP00000361331		0	0	0	1
ENSP00000324204		1	1	1	0
ENSP00000380942		1	1	1	1
ENSP00000362121		0	1	0	0
ENSP00000244763		0	1	1	1
ENSP00000261875		1	0	1	1
ENSP00000260197		1	1	0	1
ENSP00000014914		1	1	1	1
ENSP00000345752		1	1	0	1
ENSP00000307491		0	0	1	0
ENSP00000237283		0	0	0	0
ENSP00000363054		0	1	0	1
ENSP00000369862		1	1	1	1
ENSP00000366863		0	1	0	1
ENSP00000265728		0	1	0	0
ENSP00000265800		0	1	0	1
ENSP00000265104		1	1	1	1
ENSP00000364883		0	1	0	1
ENSP00000290524		0	1	0	1
ENSP00000188312		0	0	0	0
ENSP00000423822		1	0	1	1
ENSP00000304553		1	0	0	1
ENSP00000313854		0	0	1	0
ENSP00000302578		1	1	1	1
ENSP00000362773		0	1	0	0
ENSP00000351644		0	0	0	0
ENSP00000264350		1	1	0	0
ENSP00000262189		1	1	1	0
ENSP00000247226		1	0	1	1
ENSP00000384651		1	0	1	0
ENSP00000369465		0	1	0	0
ENSP00000326200		0	1	1	1
ENSP00000321455		0	0	0	1
ENSP00000318197		0	1	0	0
ENSP00000341324		0	0	0	0
ENSP00000396301		1	0	0	0
ENSP00000315702		1	1	1	0
ENSP00000360327		0	0	1	0
ENSP00000357516		0	1	0	0
ENSP00000262464		0	1	1	1
ENSP00000283195		1	1	1	1
ENSP00000264233		1	0	1	1
ENSP00000371472		0	0	0	0
ENSP00000216513		1	0	1	0
ENSP00000329170		0	0	1	0
ENSP00000262879		1	1	1	1
ENSP00000264926		1	1	0	1
ENSP00000469872		0	0	0	0
ENSP00000252329		0	0	0	0
ENSP00000325377		1	1	0	1
ENSP00000380888		0	1	1	1
ENSP00000335321		0	1	1	1
ENSP00000360642		0	1	1	1
ENSP00000328236		1	0	1	1
ENSP00000377771		0	0	0	0
ENSP00000324792		0	0	1	1
ENSP00000354553		0	0	0	0
ENSP00000380495		1	0	0	0
ENSP00000237889		0	0	1	0
ENSP00000355471		0	0	1	0
ENSP00000262861		0	0	1	1
ENSP00000281701		1	0	0	0
ENSP00000302961		1	1	0	0
ENSP00000361383		1	0	0	0
ENSP00000348394		0	0	0	1
ENSP00000362036		0	0	1	0
ENSP00000276925		0	1	1	0
ENSP00000217426		0	0	0	0
ENSP00000373176		0	0	0	0
ENSP00000353010		1	1	1	1
ENSP00000310657		1	0	1	0
ENSP00000344393		0	0	1	1
ENSP00000384182		1	1	0	0
ENSP00000339659		0	0	1	0
ENSP00000358590		1	1	0	1
ENSP00000325875		0	0	1	1
ENSP00000358022		1	0	1	0
ENSP00000264657		1	1	1	1
ENSP00000222693		1	1	0	0
ENSP00000349588		1	1	1	1
ENSP00000360718		1	1	1	1
ENSP00000317257		0	0	0	1
ENSP00000265866		0	0	1	1
ENSP00000381064		0	1	0	0
ENSP00000264993		0	0	0	0
ENSP00000263033		0	0	1	0
ENSP00000290597		0	0	0	0
ENSP00000347890		0	0	0	0
ENSP00000315674		0	0	0	0
ENSP00000255608		0	0	0	0
ENSP00000222219		0	0	0	0
ENSP00000389103		0	0	0	0
ENSP00000263593		1	0	1	1
ENSP00000230048		0	1	0	0
ENSP00000252172		0	0	0	0
ENSP00000296702		1	1	0	0
ENSP00000221265		0	0	0	0
ENSP00000253004		0	0	0	0
ENSP00000441802		0	1	1	0
ENSP00000332816		1	0	0	1
ENSP00000258449		0	0	1	0
ENSP00000438465		1	1	1	0
ENSP00000247161		0	0	1	0
ENSP00000289316		0	1	0	0
ENSP00000261881		0	1	0	1
ENSP00000319417		0	0	0	1
ENSP00000379839		0	1	0	1
ENSP00000239151		0	0	0	0
ENSP00000392495		0	0	0	0
ENSP00000341117		0	0	0	1
ENSP00000310042		0	0	0	0
ENSP00000255681		0	0	0	0
ENSP00000358921		0	0	0	0
ENSP00000331678		0	0	0	0
ENSP00000311857		0	1	1	1
ENSP00000298048		0	0	1	0
ENSP00000355361		1	0	0	0
ENSP00000405726		1	1	1	0
ENSP00000269349		0	0	0	0
ENSP00000352928		1	0	0	1
ENSP00000326649		1	0	0	0
ENSP00000324124		0	0	0	0
ENSP00000450731		1	1	1	1
ENSP00000353854		1	1	0	1
ENSP00000360515		0	1	1	0
ENSP00000258455		1	0	1	0
ENSP00000283415		0	1	0	0
ENSP00000343279		1	0	0	0
ENSP00000449795		0	0	0	1
ENSP00000355927		1	1	1	0
ENSP00000344241		0	0	0	0
ENSP00000363162		1	0	0	1
ENSP00000259632		0	0	0	0
ENSP00000054666		0	0	1	1
ENSP00000433967		1	0	0	0
ENSP00000386538		1	1	0	1
ENSP00000344125		0	0	1	0
ENSP00000362556		1	1	1	1
ENSP00000305503		0	1	0	0
ENSP00000361982		1	1	0	0
ENSP00000243052		1	0	0	0
ENSP00000356737		0	1	0	0
ENSP00000375809		1	0	1	0
ENSP00000317224		0	1	0	1
ENSP00000261667		1	1	1	0
ENSP00000328973		1	0	0	0
ENSP00000362361		0	1	1	1
ENSP00000274030		0	1	1	1
ENSP00000295448		0	0	1	1
ENSP00000238714		0	0	1	1
ENSP00000351250		1	1	0	1
ENSP00000353401		1	1	1	1
ENSP00000328854		0	1	0	0
ENSP00000361186		1	0	1	1
ENSP00000379709		1	1	1	1
ENSP00000348848		0	0	0	0
ENSP00000282549		1	1	0	0
ENSP00000298097		0	0	0	0
ENSP00000272519		0	0	0	1
ENSP00000347978		0	0	1	1
ENSP00000362068		0	1	1	1
ENSP00000406162		1	0	0	1
ENSP00000462972		1	1	0	0
ENSP00000311768		0	0	0	1
ENSP00000344996		0	0	0	0
ENSP00000245934		1	0	0	0
ENSP00000301740		1	1	0	0
ENSP00000249299		0	0	0	1
ENSP00000296658		0	0	1	0
ENSP00000343479		1	1	1	1
ENSP00000302886		0	0	1	0
ENSP00000351273		0	1	1	0
ENSP00000265382		0	0	0	1
ENSP00000369081		1	0	0	0
ENSP00000366828		1	0	1	0
ENSP00000281474		0	1	0	0
ENSP00000342056		1	0	0	1
ENSP00000355136		0	0	0	0
ENSP00000339795		1	1	0	1
ENSP00000269967		0	0	0	0
ENSP00000338477		1	0	1	0
ENSP00000354451		1	1	0	0
ENSP00000294383		1	1	1	0
ENSP00000256474		0	1	1	0
ENSP00000377225		0	0	0	0
ENSP00000240316		0	1	0	1
ENSP00000361032		0	0	0	0
ENSP00000360464		1	1	0	1
ENSP00000302895		0	1	0	1
ENSP00000349142		0	0	0	0
ENSP00000252015		1	0	1	0
ENSP00000472847		1	0	0	0
ENSP00000262432		1	1	1	1
ENSP00000335808		0	0	1	0
ENSP00000362144		0	1	0	0
ENSP00000223122		1	1	1	1
ENSP00000219150		0	0	1	0
ENSP00000362937		0	0	1	0
ENSP00000384164		0	0	1	0
ENSP00000301761		0	0	0	0
ENSP00000411197		1	0	1	0
ENSP00000307741		0	1	0	0
ENSP00000242285		1	0	1	0
ENSP00000325819		1	1	0	0
ENSP00000366557		1	1	0	0
ENSP00000268383		0	1	0	0
ENSP00000349205		1	1	1	0
ENSP00000307181		0	0	1	0
ENSP00000362014		1	1	0	0
ENSP00000263239		1	0	1	0
ENSP00000303575		0	0	1	1
ENSP00000389277		1	0	0	1
ENSP00000343885		0	0	1	1
ENSP00000261647		0	1	0	0
ENSP00000369895		0	1	0	0
ENSP00000297632		1	1	1	1
ENSP00000236671		1	0	0	0
ENSP00000341957		0	1	0	0
ENSP00000265388		0	0	0	1
ENSP00000425133		1	1	0	1
ENSP00000373474		0	1	1	0
ENSP00000358997		1	1	0	0
ENSP00000217971		0	1	0	0
ENSP00000244227		0	0	0	0
ENSP00000269856		1	1	0	1
ENSP00000265465		1	1	1	1
ENSP00000356265		1	1	1	1
ENSP00000361602		1	1	1	0
ENSP00000354251		1	1	1	0
ENSP00000242786		0	0	0	0
ENSP00000334163		0	1	1	1
ENSP00000306788		0	1	1	0
ENSP00000303476		1	1	0	1
ENSP00000338020		0	0	0	0
ENSP00000405620		1	0	0	0
ENSP00000250237		0	0	0	0
ENSP00000329715		0	1	0	0
ENSP00000241502		0	0	1	0
ENSP00000271373		0	0	0	0
ENSP00000349823		1	1	0	1
ENSP00000336729		1	1	0	1
ENSP00000266095		1	1	0	1
ENSP00000348769		1	1	0	1
ENSP00000258457		1	1	0	1
ENSP00000354961		0	0	0	1
ENSP00000310623		1	0	0	0
ENSP00000364519		0	0	1	1
ENSP00000356563		0	1	0	0
ENSP00000345848		0	0	0	1
ENSP00000338885		0	1	1	0
ENSP00000265070		0	1	0	1
ENSP00000295304		0	0	0	1
ENSP00000234195		0	1	1	1
ENSP00000370588		1	0	0	1
ENSP00000387286		0	1	0	0
ENSP00000351147		0	0	0	0
ENSP00000351790		0	0	0	0
ENSP00000402060		1	0	0	0
ENSP00000324856		0	0	0	1
ENSP00000384675		0	1	0	0
ENSP00000381198		0	1	1	1
ENSP00000321988		0	0	1	0
ENSP00000259229		1	0	0	0
ENSP00000216799		0	0	0	0
ENSP00000350708		1	1	1	0
ENSP00000261015		1	1	1	1
ENSP00000375977		1	0	1	1
ENSP00000265081		0	1	0	1
ENSP00000315659		1	1	0	1
ENSP00000284061		0	1	1	1
ENSP00000382241		1	1	0	1
ENSP00000366244		1	0	0	0
ENSP00000248342		0	0	0	0
ENSP00000356290		0	0	1	0
ENSP00000266682		1	1	0	1
ENSP00000305810		1	0	1	0
ENSP00000233557		0	0	0	1
ENSP00000370128		1	1	1	1
ENSP00000316578		0	1	1	0
ENSP00000337405		1	0	0	0
ENSP00000307940		1	0	1	0
ENSP00000355523		1	0	0	0
ENSP00000362507		1	0	0	1
ENSP00000367406		1	1	1	1
ENSP00000245185		0	1	0	0
ENSP00000334229		0	0	1	1
ENSP00000371451		1	0	0	0
ENSP00000420914		0	0	1	0
ENSP00000348349		1	1	1	0
ENSP00000355721		1	0	0	1
ENSP00000406933		0	0	0	0
ENSP00000362550		1	0	1	0
ENSP00000006658		0	0	1	0
ENSP00000305839		1	0	0	0
ENSP00000363480		0	0	0	1
ENSP00000452454		0	1	1	1
ENSP00000340211		1	0	0	0
ENSP00000360635		0	0	0	0
ENSP00000384880		0	0	1	1
ENSP00000341785		0	1	0	0
ENSP00000263381		0	0	1	0
ENSP00000366608		0	0	1	1
ENSP00000304429		0	0	1	0
ENSP00000301729		0	0	0	0
ENSP00000410452		1	0	0	0
ENSP00000337332		0	0	1	0
ENSP00000325690		1	0	0	1
ENSP00000311648		1	1	0	0
ENSP00000351664		1	0	0	0
ENSP00000411409		1	0	1	1
ENSP00000417257		1	0	1	1
ENSP00000460274		0	1	0	1
ENSP00000300456		1	0	0	0
ENSP00000354525		0	0	0	0
ENSP00000346063		0	1	1	1
ENSP00000385432		0	1	1	0
ENSP00000257904		0	1	1	1
ENSP00000217901		1	0	0	0
ENSP00000292180		0	0	0	1
ENSP00000349770		0	1	0	0
ENSP00000324827		1	0	0	0
ENSP00000394051		1	0	0	0
ENSP00000396749		1	0	1	1
ENSP00000321711		0	0	0	0
ENSP00000299335		1	0	1	1
ENSP00000383611		0	0	0	1
ENSP00000360365		1	0	0	1
ENSP00000342502		0	1	0	0
ENSP00000363559		0	0	0	0
ENSP00000269260		0	0	0	0
ENSP00000348813		0	0	1	0
ENSP00000344055		1	1	0	0
ENSP00000332325		0	0	0	0
ENSP00000358059		0	0	0	0
ENSP00000368959		1	0	0	0
ENSP00000349401		0	1	1	0
ENSP00000178638		0	1	1	1
ENSP00000350310		1	0	0	1
ENSP00000360644		1	0	0	0
ENSP00000360762		0	1	0	0
ENSP00000296255		0	0	1	0
ENSP00000380336		1	1	1	1
ENSP00000432799		0	0	0	0
ENSP00000349640		0	0	0	0
ENSP00000225665		1	1	1	0
ENSP00000216259		0	0	0	0
ENSP00000282561		0	0	1	0
ENSP00000238112		0	1	1	0
ENSP00000345359		0	0	0	0
ENSP00000370345		0	0	0	0
ENSP00000307889		1	0	1	1
ENSP00000342805		1	0	0	0
ENSP00000362287		1	1	1	1
ENSP00000367721		0	1	1	1
ENSP00000425556		0	0	0	0
ENSP00000408236		0	0	0	0
ENSP00000317714		0	1	0	0
ENSP00000342307		0	0	0	1
ENSP00000230895		1	0	0	0
ENSP00000438455		0	0	0	0
ENSP00000362136		1	0	1	0
ENSP00000387362		0	1	0	1
ENSP00000313385		0	0	0	0
ENSP00000199814		0	0	0	0
ENSP00000459775		1	1	1	1
ENSP00000338523		0	1	1	1
ENSP00000362824		0	1	0	1
ENSP00000247001		0	0	0	0
ENSP00000328690		0	0	0	1
ENSP00000292408		0	0	0	1
ENSP00000262395		1	1	0	0
ENSP00000262995		1	1	1	1
ENSP00000386156		0	1	0	0
ENSP00000220531		1	0	0	0
ENSP00000295872		0	1	1	0
ENSP00000296564		1	1	1	1
ENSP00000229314		0	1	1	0
ENSP00000346997		0	1	1	0
ENSP00000353270		1	1	0	1
ENSP00000273158		0	0	1	0
ENSP00000339086		1	1	1	0
ENSP00000371221		0	1	1	0
ENSP00000300134		1	0	0	1
ENSP00000361626		0	0	0	0
ENSP00000232375		0	1	0	0
ENSP00000233893		0	1	0	1
ENSP00000369777		0	0	0	0
ENSP00000309565		0	0	0	0
ENSP00000340507		1	1	1	1
ENSP00000325958		0	1	0	0
ENSP00000365693		0	0	0	0
ENSP00000310127		0	0	0	0
ENSP00000358810		1	0	0	0
ENSP00000313432		1	0	0	0
ENSP00000215909		0	0	0	0
ENSP00000296417		0	0	0	0
ENSP00000349168		0	0	0	0
ENSP00000366934		1	1	1	1
ENSP00000450436		1	1	1	0
ENSP00000378324		1	0	1	0
ENSP00000361170		0	0	0	0
ENSP00000297848		1	0	1	1
ENSP00000302397		1	0	1	1
ENSP00000341280		0	1	1	1
ENSP00000254940		1	1	0	0
ENSP00000288207		0	0	1	0
ENSP00000265970		0	1	1	0
ENSP00000448012		0	1	0	0
ENSP00000401399		1	0	0	0
ENSP00000261439		1	0	1	0
ENSP00000037243		0	1	1	1
ENSP00000300181		0	0	0	0
ENSP00000442464		0	1	1	1
ENSP00000295688		0	0	0	1
ENSP00000363654		0	1	1	0
ENSP00000357650		1	0	0	0
ENSP00000264169		0	1	1	1
ENSP00000242067		0	0	0	1
ENSP00000352956		1	1	1	1
ENSP00000267814		1	1	1	1
ENSP00000263202		0	0	0	1
ENSP00000377686		0	0	0	0
ENSP00000387462		1	1	1	1
ENSP00000318227		0	1	0	0
ENSP00000333779		0	0	0	0
ENSP00000358451		1	1	1	1
ENSP00000368831		0	0	1	0
ENSP00000332444		0	1	0	0
ENSP00000223023		0	1	1	0
ENSP00000227758		0	1	0	0
ENSP00000307208		1	1	0	1
ENSP00000259154		1	0	1	1
ENSP00000316021		1	0	0	0
ENSP00000359385		0	0	0	0
ENSP00000263208		1	0	0	0
ENSP00000363804		0	1	0	1
ENSP00000358919		0	0	0	0
ENSP00000271332		1	0	1	1
ENSP00000393876		1	1	1	1
ENSP00000394405		1	0	1	0
ENSP00000293760		1	0	0	0
ENSP00000368994		1	1	0	0
ENSP00000236273		0	0	0	0
ENSP00000263635		0	0	1	0
ENSP00000431872		1	1	1	1
ENSP00000354511		0	1	0	1
ENSP00000326603		1	1	1	1
ENSP00000019317		0	0	1	0
ENSP00000301671		1	0	0	0
ENSP00000290299		0	0	1	0
ENSP00000369126		0	0	0	0
ENSP00000372191		1	0	0	0
ENSP00000261839		1	1	1	1
ENSP00000381824		0	0	0	0
ENSP00000163416		1	0	0	0
ENSP00000339850		1	0	0	0
ENSP00000263826		0	1	1	1
ENSP00000363812		0	0	0	0
ENSP00000297613		0	1	0	0
ENSP00000384273		1	0	0	0
ENSP00000248594		0	0	0	0
ENSP00000359910		0	0	0	0
ENSP00000401721		1	1	1	1
ENSP00000262193		1	1	0	0
ENSP00000321997		0	0	1	0
ENSP00000342300		0	0	0	0
ENSP00000225916		1	0	1	0
ENSP00000308022		0	0	0	0
ENSP00000395359		0	1	1	1
ENSP00000315774		0	0	0	0
ENSP00000348786		0	0	1	0
ENSP00000302728		0	0	0	0
ENSP00000279147		0	0	1	1
ENSP00000395742		1	0	1	1
ENSP00000422846		0	0	0	0
ENSP00000369346		1	1	1	0
ENSP00000373300		1	0	1	1
ENSP00000256538		1	0	1	1
ENSP00000365643		1	0	0	0
ENSP00000257017		0	0	0	0
ENSP00000361522		1	0	0	1
ENSP00000333873		0	0	0	0
ENSP00000292140		0	0	0	0
ENSP00000347043		0	0	1	1
ENSP00000419851		0	1	1	0
ENSP00000292823		1	0	1	1
ENSP00000220514		1	0	0	0
ENSP00000276585		0	0	0	0
ENSP00000344942		0	1	1	0
ENSP00000352900		0	1	0	0
ENSP00000425658		1	1	1	1
ENSP00000344609		0	0	1	1
ENSP00000310832		1	0	0	1
ENSP00000269601		1	0	0	0
ENSP00000343392		0	0	0	0
ENSP00000299424		0	0	0	0
ENSP00000258381		0	0	1	0
ENSP00000346139		1	1	0	1
ENSP00000346022		0	0	0	0
ENSP00000241051		0	0	0	0
ENSP00000305480		0	1	0	0
ENSP00000370761		0	0	1	0
ENSP00000221855		1	0	0	0
ENSP00000263373		1	1	0	0
ENSP00000364188		0	0	1	0
ENSP00000234301		1	1	1	0
ENSP00000262854		1	1	1	1
ENSP00000413575		0	1	0	0
ENSP00000259400		1	0	0	0
ENSP00000232458		0	0	0	0
ENSP00000261890		0	1	1	1
ENSP00000255641		0	0	1	0
ENSP00000353920		1	1	1	1
ENSP00000296585		1	0	1	1
ENSP00000361900		0	0	1	1
ENSP00000245222		0	0	0	0
ENSP00000277458		0	1	0	0
ENSP00000429824		0	0	0	0
ENSP00000394794		1	1	1	1
ENSP00000357206		1	0	0	1
ENSP00000362718		0	0	1	0
ENSP00000353157		0	1	1	1
ENSP00000309629		1	0	0	0
ENSP00000322545		1	1	1	0
ENSP00000366953		1	0	1	0
ENSP00000354522		0	0	1	0
ENSP00000423933		0	0	0	1
ENSP00000297578		1	0	0	1
ENSP00000354676		0	1	0	0
ENSP00000216214		0	0	1	0
ENSP00000430344		0	0	0	0
ENSP00000362863		0	1	0	1
ENSP00000417378		0	0	0	0
ENSP00000071281		1	0	0	0
ENSP00000362751		0	1	1	0
ENSP00000359380		0	0	1	1
ENSP00000362306		0	1	0	1
ENSP00000305595		0	0	0	1
ENSP00000258214		0	0	0	0
ENSP00000283921		0	1	0	0
ENSP00000335106		0	0	0	0
ENSP00000262187		0	0	0	0
ENSP00000308546		1	0	0	0
ENSP00000297157		1	0	0	0
ENSP00000363998		1	1	1	1
ENSP00000251691		1	1	0	1
ENSP00000321070		1	0	0	1
ENSP00000081029		1	1	1	0
ENSP00000347847		0	0	1	1
ENSP00000296603		1	1	0	1
ENSP00000319574		0	0	0	1
ENSP00000345957		0	0	0	0
ENSP00000360483		1	1	1	1
ENSP00000307241		0	0	0	0
ENSP00000369460		0	0	1	1
ENSP00000359393		1	1	0	1
ENSP00000206020		0	0	0	0
ENSP00000358062		0	0	1	1
ENSP00000260803		0	1	0	1
ENSP00000342576		0	0	0	0
ENSP00000341911		0	0	0	1
ENSP00000166534		0	0	0	0
ENSP00000261636		0	1	0	0
ENSP00000223500		0	0	0	0
ENSP00000341637		1	0	0	0
ENSP00000261520		0	1	0	1
ENSP00000362931		0	1	0	1
ENSP00000295633		1	1	0	1
ENSP00000338030		0	1	1	0
ENSP00000341692		1	1	1	0
ENSP00000358896		1	1	1	0
ENSP00000316881		1	0	1	1
ENSP00000305151		1	0	0	1
ENSP00000258648		1	0	0	1
ENSP00000385795		1	0	0	0
ENSP00000339057		0	1	0	0
ENSP00000323313		1	0	1	0
ENSP00000320646		1	0	0	0
ENSP00000280701		0	1	0	0
ENSP00000376268		0	0	0	0
ENSP00000304051		0	1	0	1
ENSP00000184956		0	0	0	1
ENSP00000358853		0	1	0	1
ENSP00000304985		1	0	0	1
ENSP00000313995		0	1	0	1
ENSP00000401566		0	0	0	0
ENSP00000329614		0	0	0	0
ENSP00000266087		0	0	0	1
ENSP00000229238		1	0	1	0
ENSP00000364986		0	0	1	0
ENSP00000416892		1	1	1	1
ENSP00000337572		0	0	0	1
ENSP00000455307		1	1	1	1
ENSP00000306496		1	0	0	1
ENSP00000308236		1	0	0	0
ENSP00000377751		0	1	0	0
ENSP00000322730		1	0	1	0
ENSP00000268483		0	1	0	0
ENSP00000326411		1	0	1	0
ENSP00000252936		0	1	0	0
ENSP00000262461		1	1	1	0
ENSP00000343557		1	0	0	0
ENSP00000362532		1	1	1	0
ENSP00000284669		0	1	1	0
ENSP00000359698		1	1	0	0
ENSP00000349351		1	0	0	1
ENSP00000361800		0	0	0	0
ENSP00000359719		0	1	1	1
ENSP00000331845		1	1	1	0
ENSP00000328551		1	1	0	0
ENSP00000274680		0	0	0	0
ENSP00000348933		1	1	0	1
ENSP00000252543		1	0	0	0
ENSP00000007516		1	0	0	0
ENSP00000355587		1	1	1	1
ENSP00000321706		1	0	1	0
ENSP00000334836		0	0	1	0
ENSP00000295006		1	0	0	0
ENSP00000370196		1	0	1	1
ENSP00000353104		0	0	0	0
ENSP00000256644		0	0	0	0
ENSP00000343990		0	0	0	0
ENSP00000425864		0	0	0	0
ENSP00000211998		1	0	0	0
ENSP00000262238		1	1	1	1
ENSP00000350719		0	1	1	0
ENSP00000414359		0	0	0	0
ENSP00000254928		0	0	1	0
ENSP00000361042		1	0	0	0
ENSP00000269159		0	0	0	1
ENSP00000346088		1	0	1	1
ENSP00000361608		0	1	0	0
ENSP00000367787		1	1	1	1
ENSP00000472465		0	0	0	0
ENSP00000365477		1	1	0	0
ENSP00000072644		0	0	0	0
ENSP00000351137		0	0	0	0
ENSP00000363520		0	1	0	1
ENSP00000243776		1	0	0	0
ENSP00000377944		0	1	0	0
ENSP00000331831		1	0	0	0
ENSP00000391596		0	0	0	0
ENSP00000336831		0	1	1	1
ENSP00000348381		1	1	0	0
ENSP00000327116		1	1	1	1
ENSP00000306614		1	0	0	0
ENSP00000240423		1	0	0	0
ENSP00000229251		0	0	0	0
ENSP00000261534		0	1	1	0
ENSP00000265462		0	0	0	0
ENSP00000362026		0	0	0	0
ENSP00000215376		0	0	0	0
ENSP00000359151		1	1	1	1
ENSP00000348461		0	0	0	0
ENSP00000253023		0	0	0	0
ENSP00000338191		1	1	1	0
ENSP00000229794		0	0	1	1
ENSP00000251775		1	0	0	0
ENSP00000233668		0	0	0	0
ENSP00000308928		0	1	1	0
ENSP00000358813		1	1	0	0
ENSP00000354387		0	0	0	0
ENSP00000258341		1	1	1	1
ENSP00000385638		1	0	0	1
ENSP00000325074		0	0	0	0
ENSP00000276431		0	0	0	1
ENSP00000252487		0	0	0	0
ENSP00000265361		1	0	1	0
